customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
1237-WIYYZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0295-PPHDO,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
9758-MFWGD,No,No phone service,DSL,No,Yes,No,No,No,No
8623-TMRBY,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
6034-ZRYCV,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
7703-ZEKEF,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
4143-OOBWZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
4895-TMWIR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5385-SUIRI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3926-YZVVX,Yes,No,DSL,No,No,No,Yes,No,No
0621-HJWXJ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
1548-FEHVL,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
5429-LWCMV,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
5797-APWZC,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
4558-CGYCZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8544-GOQSH,Yes,No,Fiber optic,No,Yes,No,Yes,No,No
4656-CAURT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6738-ISCBM,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
8510-AWCXC,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
8118-TJAFG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
4018-KJYUY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4255-DDUOU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6702-OHFWR,No,No phone service,DSL,No,Yes,Yes,No,No,Yes
2530-ENDWQ,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
8148-NLEGT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1761-AEZZR,Yes,No,Fiber optic,No,No,No,No,Yes,No
6358-LYNGM,Yes,Yes,Fiber optic,No,No,No,No,No,No
9490-DFPMD,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
3272-VUHPV,Yes,No,DSL,No,Yes,No,Yes,No,No
3756-VNWDH,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1840-BIUOG,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
2004-OCQXK,Yes,No,Fiber optic,No,No,No,No,No,Yes
8401-EMUWF,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No
6546-OPBBH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7868-BGSZA,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes
1370-GGAWX,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7109-CQYUZ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
4318-RAJVY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2378-HTWFW,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes
7113-HIPFI,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
5473-KHBPS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
2001-MCUUW,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0263-FJTQO,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No
0871-URUWO,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4412-YLTKF,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
7392-YYPYJ,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
9435-JMLSX,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
7109-MFBYV,Yes,No,DSL,No,No,No,No,No,No
1608-GMEWB,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4311-QTTAI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1169-SAOCL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
9146-JRIOX,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4690-LLKUA,Yes,No,DSL,No,No,No,No,No,No
8165-ZJRNM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6322-PJJDJ,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
0052-YNYOT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3689-MOZGR,No,No phone service,DSL,No,No,No,Yes,No,No
3644-QXEHN,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
9802-CAQUT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
0104-PPXDV,Yes,No,DSL,No,No,Yes,No,No,No
9548-ZMVTX,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
0021-IKXGC,Yes,Yes,Fiber optic,No,No,No,No,No,No
4785-NKHCX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9695-IDRZR,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3810-DVDQQ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7921-LMDFQ,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
8976-OQHGT,Yes,No,DSL,No,Yes,No,Yes,No,No
0697-ZMSWS,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
9189-JWSHV,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4023-RTIQM,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
4349-GFQHK,Yes,Yes,DSL,No,No,Yes,No,No,No
8080-DDEMJ,Yes,No,DSL,No,No,No,No,No,No
9871-ELEYA,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No
8685-WHQPW,Yes,Yes,Fiber optic,No,No,No,No,No,No
1855-CFULU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9848-JQJTX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5345-BMKWB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9136-ALYBR,No,No phone service,DSL,No,No,No,No,No,No
0495-RVCBF,Yes,No,Fiber optic,No,No,No,No,No,Yes
2712-SYWAY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9846-GKXAS,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
1932-UEDCX,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
3567-PQTSO,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4685-ERGHK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
0233-FTHAV,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
6166-YIPFO,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
0674-DGMAQ,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7064-FRRSW,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1431-CYWMH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6723-CEGQI,No,No phone service,DSL,No,Yes,No,Yes,Yes,No
9359-JANWS,Yes,No,DSL,Yes,No,Yes,Yes,No,No
8562-GHPPI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1013-QCWAM,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
4043-MKDTV,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3211-ILJTT,Yes,No,Fiber optic,No,No,No,No,No,No
4208-UFFGW,Yes,No,DSL,No,No,No,No,No,No
1810-BOHSY,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
1047-NNCBF,Yes,No,Fiber optic,No,No,No,No,No,No
5945-AZYHT,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2659-VXMWZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
5564-NEMQO,Yes,No,Fiber optic,No,No,Yes,No,No,No
4301-VVZKA,Yes,Yes,Fiber optic,No,No,No,No,No,No
9220-ZNKJI,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No
4431-EDMIQ,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
8100-HZZLJ,Yes,No,DSL,Yes,Yes,No,No,No,Yes
4351-QLCSU,Yes,No,DSL,No,No,No,No,Yes,No
4815-GBTCD,No,No phone service,DSL,No,No,No,No,No,No
5135-GRQJV,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8133-ANHHJ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
3927-NLNRY,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
4611-ANLQC,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes
1265-XTECC,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
3259-KNMRR,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
5445-UTODQ,Yes,No,Fiber optic,No,No,No,No,Yes,No
6569-KTMDU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2969-WGHQO,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No
2560-WBWXF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6849-OYAMU,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
3420-YJLQT,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
0266-CLZKZ,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5196-WPYOW,Yes,No,DSL,Yes,Yes,No,Yes,No,No
9609-BENEA,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No
6465-GSRCL,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7321-PKUYW,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No
7622-FWGEW,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5133-VRSAB,No,No phone service,DSL,Yes,No,No,No,No,No
4883-KCPZJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5003-XZWWO,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8741-LQOBK,No,No phone service,DSL,Yes,Yes,No,No,No,No
6408-OTUBZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
0430-IHCDJ,Yes,Yes,DSL,No,No,No,No,No,No
7011-CVEUC,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
5871-DGTXZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1907-YLNYW,Yes,No,DSL,Yes,No,Yes,No,No,Yes
9575-IWCAZ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2637-FKFSY,Yes,No,DSL,No,No,No,No,No,No
1357-MVDOZ,Yes,No,DSL,No,No,Yes,No,Yes,No
1379-FRVEB,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
0634-SZPQA,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
9214-EKVXR,Yes,No,DSL,No,No,No,No,No,No
6967-PEJLL,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
5457-COLHT,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
8766-PAFNE,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
5590-ZSKRV,Yes,No,DSL,Yes,Yes,No,No,No,No
6505-OZNPG,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5641-DMBFJ,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
9831-BPFRI,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
2322-VCZHZ,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes
1764-VUUMT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6418-HNFED,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6437-UKHMV,Yes,No,Fiber optic,No,No,No,No,Yes,No
1272-ILHFG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1591-NFNLQ,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
7234-KMNRQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1310-QRITU,Yes,Yes,DSL,No,No,No,No,No,No
8178-EYZUO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
1400-MMYXY,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
9953-ZMKSM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1527-SXDPN,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
1703-MGIAB,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No
7156-MXBJE,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8232-UTFOZ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3486-HOOGQ,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
7356-AYNJP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6685-XSHHU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5590-YRFJT,No,No phone service,DSL,No,No,No,No,No,No
6265-SXWBU,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
6891-JPYFF,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
6656-JWRQX,No,No phone service,DSL,No,No,No,Yes,No,No
7743-EXURX,Yes,No,DSL,No,No,Yes,No,No,No
6127-IYJOZ,Yes,No,DSL,No,No,No,No,No,No
2576-HXMPA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8022-BECSI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0786-VSSUD,No,No phone service,DSL,No,Yes,No,No,Yes,No
9924-JPRMC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9314-QDMDW,Yes,No,DSL,No,Yes,No,No,Yes,No
5339-PXDVH,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No
2017-CCBLH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5020-ZSTTY,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
5930-GBIWP,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
6961-VCPMC,Yes,No,Fiber optic,No,No,No,No,No,Yes
0254-WWRKD,Yes,No,DSL,No,Yes,No,No,No,No
5248-KWLAR,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1302-UHBDD,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
9158-VCTQB,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7273-TEFQD,No,No phone service,DSL,No,No,Yes,No,No,Yes
6537-OTKMY,No,No phone service,DSL,No,No,Yes,No,Yes,Yes
6298-QDFNH,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
8854-CCVSQ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
9734-YWGEX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9040-KZVWO,Yes,No,Fiber optic,No,Yes,No,No,No,No
0308-GIQJT,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
0307-BCOPK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3219-JQRSL,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1839-UMACK,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5014-WUQMG,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
0420-TXVSG,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
6633-MPWBS,Yes,No,DSL,No,No,No,Yes,No,No
8650-RHRKE,No,No phone service,DSL,No,No,Yes,No,No,No
4530-NDRKU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9955-QOPOY,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
3680-CTHUH,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5961-VUSRV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1589-AGTLK,Yes,No,DSL,No,No,No,No,No,No
7055-VKGDA,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
1641-BYBTK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5919-VCZYM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0716-BQNDX,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
8838-GPHZP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5274-XHAKY,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
8929-KSWIH,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
6916-HIJSE,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2228-BZDEE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1346-PJWTK,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes
1561-BWHIN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2882-DDZPG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9648-BCHKM,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1930-QPBVZ,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes
5299-RULOA,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1626-ERCMM,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
8019-ENHXU,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
7795-CFOCW,No,No phone service,DSL,Yes,No,Yes,Yes,No,No
0906-QVPMS,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4118-CEVPF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5968-XQIVE,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
9305-CDSKC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
3521-SYVOR,Yes,No,DSL,No,No,No,No,Yes,Yes
5149-TGWDZ,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
1265-BCFEO,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes
6873-UDNLD,Yes,No,DSL,Yes,No,Yes,No,No,Yes
7143-BQIBA,Yes,No,DSL,Yes,No,No,Yes,Yes,No
4526-ZJJTM,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
7576-ASEJU,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes
9190-MFJLN,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
6242-MBHPK,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes
1400-WIVLL,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
3489-HHPFY,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
7560-QJAVJ,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
3722-WPXTK,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
0748-RDGGM,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6719-FGEDO,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
5130-IEKQT,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4391-RESHN,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
7941-RCJOW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1760-CAZHT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2774-LVQUS,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
6128-AQBMT,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
0674-EYYZV,Yes,No,DSL,No,No,No,No,Yes,No
1661-CZBAU,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes
5949-EBSQK,Yes,No,DSL,No,No,No,Yes,No,Yes
8573-JGCZW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6661-HBGWL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7989-AWGEH,No,No phone service,DSL,Yes,No,No,No,No,Yes
4703-MQYKT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6993-YCOBK,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5356-KZCKT,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5124-EOGYE,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4455-BFSPD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
4423-JWZJN,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
4891-NLUBA,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
3200-MNQTF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
1073-XXCZD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3556-BVQGL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6416-YJTTB,Yes,No,Fiber optic,Yes,No,Yes,No,No,No
0017-IUDMW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9297-FVVDH,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
1282-IHQAC,No,No phone service,DSL,No,Yes,Yes,No,Yes,No
1936-UAFEH,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8937-RDTHP,Yes,No,Fiber optic,Yes,No,No,No,No,Yes
8627-ZYGSZ,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
7459-RRWQZ,Yes,Yes,DSL,Yes,No,No,No,No,Yes
1085-LDWAM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3656-TKRVZ,Yes,No,DSL,Yes,Yes,No,No,No,No
4760-XOHVN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4622-YNKIJ,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No
1172-VIYBP,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes
6729-GDNGC,Yes,No,Fiber optic,No,No,No,No,Yes,No
9497-QCMMS,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
3587-PMCOY,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
3043-SUDUA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7901-TBKJX,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0825-CPPQH,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2398-YPMUR,Yes,No,Fiber optic,No,No,No,No,No,No
8006-PYCSW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3853-LYGAM,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
5493-SDRDQ,Yes,No,DSL,Yes,No,Yes,No,No,No
1335-HQMKX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2812-ENYMO,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
0568-ONFPC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6023-YEBUP,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
6103-BOCOU,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
2581-VKIRT,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No
4353-HYOJD,Yes,No,DSL,No,Yes,No,No,No,No
4188-FRABG,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
4855-SNKMY,Yes,No,DSL,No,No,No,No,No,No
5995-WWKKG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0311-QYWSS,Yes,No,DSL,Yes,No,No,No,No,No
3583-KRKMD,Yes,No,Fiber optic,No,No,No,Yes,No,No
5828-AVIPD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
8311-UEUAB,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes
8910-LEDAG,Yes,No,Fiber optic,No,No,No,No,No,No
7639-SUPCW,Yes,No,DSL,Yes,No,No,No,No,No
0750-EBAIU,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No
9200-NLNPD,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
1658-BYGOY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
4913-EHYUI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
8266-VBFQL,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes
1229-RCALF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
6754-LZUKA,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes
7005-CYUIL,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5832-XKAES,Yes,No,Fiber optic,No,No,No,No,No,No
8979-CAMGB,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
1216-BGTSP,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
9229-RQABD,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3727-OVPRY,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3891-NLXJB,No,No phone service,DSL,Yes,Yes,No,Yes,No,No
8219-VYBVI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4822-YCXMX,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
0428-IKYCP,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
3146-JTQHR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7813-TKCVO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1465-LNTLJ,Yes,No,DSL,No,No,Yes,Yes,No,Yes
3126-WQMGH,Yes,Yes,DSL,No,No,No,No,No,No
8777-MBMTS,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4706-DGAHW,Yes,No,DSL,No,No,No,No,No,No
4192-GORJT,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
2057-BOYKM,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
7566-DSRLQ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5447-WZAFP,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
1228-ZLNBX,Yes,Yes,Fiber optic,No,No,No,No,No,No
9844-FELAJ,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
5136-KCKGI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
6825-UYPFK,Yes,Yes,Fiber optic,No,No,No,No,No,No
1716-LSAMB,Yes,No,DSL,Yes,No,No,Yes,No,No
8008-OTEZX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4488-PSYCG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5855-EIBDE,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
