customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
4923-ADWXJ,Month-to-month,Yes,Bank transfer (automatic),65.8,1679.65
1403-LKLIK,One year,No,Mailed check,20.1,579.4
9885-CSMWE,Month-to-month,No,Electronic check,78.45,78.45
5804-LEPIM,Month-to-month,Yes,Electronic check,70.35,139.05
7641-TQFHN,Two year,No,Mailed check,100.55,3895.35
4701-AHWMW,Month-to-month,Yes,Bank transfer (automatic),54.55,2978.3
2824-DXNKN,Two year,Yes,Bank transfer (automatic),71.45,5025.85
3487-EARAT,One year,No,Credit card (automatic),74.1,5222.3
2141-RRYGO,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25
3834-XUIFC,Month-to-month,Yes,Mailed check,85.2,602.55
7647-GYYKX,Two year,Yes,Bank transfer (automatic),20.35,1092.35
4077-CROMM,Month-to-month,Yes,Electronic check,104.2,3243.45
4667-QONEA,One year,Yes,Credit card (automatic),74.85,4456.35
0374-AACSZ,Month-to-month,No,Electronic check,50.15,50.15
5397-TUPSH,One year,Yes,Bank transfer (automatic),70.95,4555.2
5777-ZPQNC,One year,No,Electronic check,20.15,260.7
9242-TKFSV,Two year,Yes,Credit card (automatic),65.1,4754.3
2320-YKQBO,Month-to-month,No,Mailed check,19.3,144.95
1394-SUIUH,Month-to-month,Yes,Electronic check,85.15,3670.5
0187-QSXOE,Month-to-month,Yes,Electronic check,89.0,605.45
9817-APLHW,Month-to-month,No,Electronic check,25.0,316.2
0440-EKDCF,Two year,Yes,Credit card (automatic),60.15,3753.2
6231-WFGFH,Month-to-month,Yes,Mailed check,20.5,77.6
2041-JIJCI,Month-to-month,Yes,Electronic check,64.0,370.25
5159-YFPKQ,Month-to-month,Yes,Electronic check,75.8,160.75
2446-PLQVO,Month-to-month,Yes,Electronic check,70.3,70.3
7136-IHZJA,Month-to-month,Yes,Mailed check,71.35,2847.2
2049-BAFNW,Month-to-month,No,Mailed check,35.9,35.9
7319-ZNRTR,One year,No,Electronic check,19.6,411.15
2676-OXPPQ,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65
8728-SKJLR,Month-to-month,Yes,Electronic check,74.25,3089.1
8344-WFMFH,Month-to-month,Yes,Electronic check,50.1,484.05
4988-IQIGL,Month-to-month,Yes,Electronic check,75.35,75.35
6202-DYYFX,One year,Yes,Credit card (automatic),76.0,1783.6
1024-KPRBB,One year,Yes,Mailed check,89.1,3342
3934-HXCFZ,Month-to-month,Yes,Electronic check,99.25,2186.4
2661-GKBTK,Two year,No,Bank transfer (automatic),76.95,4543.95
5499-ECUTN,One year,Yes,Credit card (automatic),66.05,3021.45
0244-LGNFY,Two year,No,Bank transfer (automatic),92.65,6733
5804-HYIEZ,Month-to-month,Yes,Electronic check,106.05,7554.05
9617-INGJY,Month-to-month,Yes,Mailed check,70.6,70.6
4952-YSOGZ,Month-to-month,Yes,Electronic check,85.95,381.3
8584-KMVXD,Month-to-month,No,Electronic check,75.6,535.55
3726-TBHQT,Two year,Yes,Bank transfer (automatic),114.0,8175.9
4529-CKBCL,Month-to-month,Yes,Electronic check,80.2,146.05
3280-NMUVX,One year,No,Credit card (automatic),19.6,678.8
0585-EGDDA,Month-to-month,Yes,Electronic check,80.0,3168.75
2243-FNMMI,Month-to-month,No,Mailed check,19.4,415.4
1818-ESQMW,Month-to-month,Yes,Electronic check,89.2,2383.6
6874-SGLHU,One year,Yes,Bank transfer (automatic),97.0,3021.3
8990-ZXLSU,Month-to-month,No,Electronic check,69.05,651.5
7398-SKNQZ,Month-to-month,No,Electronic check,94.9,273.2
3823-KYNQY,One year,No,Credit card (automatic),24.95,280.4
6885-PKOAM,Two year,No,Credit card (automatic),85.75,6223.8
3812-LRZIR,Two year,No,Electronic check,24.5,761.95
9362-MWODR,Month-to-month,Yes,Credit card (automatic),64.1,2460.35
0946-FKYTX,One year,No,Mailed check,30.1,1623.4
8174-TBVCF,Two year,Yes,Credit card (automatic),94.8,6859.05
0734-OXWBT,Month-to-month,No,Mailed check,70.7,225.65
3682-YEUWS,Month-to-month,Yes,Mailed check,24.4,253.9
4541-RMRLG,Month-to-month,No,Electronic check,19.25,112.3
0898-XCGTF,One year,Yes,Bank transfer (automatic),96.5,5673.7
5309-TAIKL,Month-to-month,No,Bank transfer (automatic),62.8,418.3
4815-YOSUK,One year,Yes,Credit card (automatic),104.9,7537.5
5996-DAOQL,Month-to-month,Yes,Mailed check,20.45,20.45
1582-RAFML,Month-to-month,No,Mailed check,60.1,60.1
8258-GSTJK,Month-to-month,Yes,Electronic check,77.0,237.75
0071-NDAFP,Two year,No,Credit card (automatic),25.5,630.6
0032-PGELS,Month-to-month,No,Bank transfer (automatic),30.5,30.5
6574-MCOEH,One year,Yes,Electronic check,79.15,2531.4
1730-ZMAME,Month-to-month,Yes,Electronic check,79.5,2665
2207-RYYRL,Two year,No,Mailed check,24.55,1331.05
5569-OUICF,Month-to-month,Yes,Credit card (automatic),101.3,2812.2
4514-GFCFI,Month-to-month,Yes,Electronic check,84.75,1350.15
9138-EFSMO,One year,No,Bank transfer (automatic),78.95,2034.25
8740-CRYFY,Month-to-month,Yes,Electronic check,78.95,78.95
4057-FKCZK,Two year,No,Bank transfer (automatic),82.5,4828.05
5647-FXOTP,Month-to-month,Yes,Electronic check,105.9,6401.25
5222-IMUKT,Month-to-month,No,Electronic check,91.05,2871.5
1237-WIYYZ,Month-to-month,Yes,Mailed check,19.55,389.25
0295-PPHDO,Month-to-month,Yes,Electronic check,95.45,95.45
9758-MFWGD,One year,No,Bank transfer (automatic),29.9,1388.75
8623-TMRBY,Month-to-month,Yes,Electronic check,84.2,4146.05
6034-ZRYCV,Two year,Yes,Electronic check,54.2,3937.45
7703-ZEKEF,Month-to-month,Yes,Electronic check,81.0,1917.1
4143-OOBWZ,Month-to-month,Yes,Electronic check,81.3,416.3
4895-TMWIR,Month-to-month,No,Mailed check,19.95,214.75
5385-SUIRI,Month-to-month,Yes,Electronic check,104.2,5568.35
3926-YZVVX,One year,No,Bank transfer (automatic),50.05,2029.05
0621-HJWXJ,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05
1548-FEHVL,Month-to-month,Yes,Electronic check,106.2,6375.2
5429-LWCMV,Month-to-month,Yes,Electronic check,89.15,1057.55
5797-APWZC,Month-to-month,No,Electronic check,90.6,90.6
4558-CGYCZ,Month-to-month,No,Mailed check,19.75,78.3
8544-GOQSH,Month-to-month,Yes,Credit card (automatic),80.05,1112.3
4656-CAURT,Two year,No,Bank transfer (automatic),23.95,1713.1
6738-ISCBM,One year,Yes,Electronic check,54.0,2440.25
8510-AWCXC,Month-to-month,Yes,Electronic check,100.8,1308.1
8118-TJAFG,Month-to-month,Yes,Electronic check,101.5,906.85
4018-KJYUY,Month-to-month,No,Credit card (automatic),20.15,432.5
4255-DDUOU,Month-to-month,Yes,Mailed check,20.5,20.5
6702-OHFWR,Month-to-month,Yes,Electronic check,43.3,43.3
2530-ENDWQ,Two year,Yes,Bank transfer (automatic),93.7,6585.35
8148-NLEGT,Two year,No,Electronic check,22.95,1014.25
1761-AEZZR,Month-to-month,Yes,Electronic check,79.55,79.55
6358-LYNGM,Month-to-month,Yes,Electronic check,74.9,74.9
9490-DFPMD,Month-to-month,Yes,Electronic check,84.65,3541.35
3272-VUHPV,Month-to-month,No,Bank transfer (automatic),56.3,401.5
3756-VNWDH,One year,Yes,Electronic check,100.75,6674.65
1840-BIUOG,One year,Yes,Electronic check,68.7,1416.2
2004-OCQXK,Month-to-month,Yes,Electronic check,81.95,81.95
8401-EMUWF,Month-to-month,Yes,Bank transfer (automatic),69.4,3058.3
6546-OPBBH,One year,Yes,Mailed check,23.95,1216.35
7868-BGSZA,One year,Yes,Electronic check,80.2,3581.6
1370-GGAWX,One year,Yes,Electronic check,94.15,4408.45
7109-CQYUZ,Two year,Yes,Mailed check,89.25,4652.4
4318-RAJVY,One year,Yes,Mailed check,19.8,198.25
2378-HTWFW,Month-to-month,No,Credit card (automatic),91.0,3180.5
7113-HIPFI,Two year,No,Mailed check,65.85,4097.05
5473-KHBPS,One year,Yes,Credit card (automatic),95.7,4976.15
2001-MCUUW,Two year,No,Electronic check,108.65,4903.2
0263-FJTQO,Two year,Yes,Credit card (automatic),70.5,3486.65
0871-URUWO,Month-to-month,Yes,Credit card (automatic),102.25,1359
4412-YLTKF,Month-to-month,Yes,Electronic check,78.05,2135.5
7392-YYPYJ,Month-to-month,Yes,Electronic check,100.65,2415.95
9435-JMLSX,Two year,Yes,Bank transfer (automatic),86.1,6045.9
7109-MFBYV,Month-to-month,No,Electronic check,45.45,1233.15
1608-GMEWB,Month-to-month,Yes,Bank transfer (automatic),93.9,4200.25
4311-QTTAI,One year,No,Credit card (automatic),19.35,295.55
1169-SAOCL,One year,Yes,Bank transfer (automatic),106.65,5168.1
9146-JRIOX,Month-to-month,No,Mailed check,25.55,372.45
4690-LLKUA,Month-to-month,Yes,Electronic check,45.05,770.6
8165-ZJRNM,Two year,No,Bank transfer (automatic),23.75,1679.25
6322-PJJDJ,Two year,Yes,Electronic check,94.8,4690.65
0052-YNYOT,One year,No,Electronic check,20.55,1343.4
3689-MOZGR,Month-to-month,Yes,Electronic check,31.2,926.2
3644-QXEHN,Month-to-month,No,Electronic check,97.0,1334.45
9802-CAQUT,Two year,No,Credit card (automatic),109.55,7887.25
0104-PPXDV,One year,No,Credit card (automatic),50.3,2878.55
9548-ZMVTX,Two year,No,Bank transfer (automatic),90.45,6565.85
0021-IKXGC,Month-to-month,Yes,Electronic check,72.1,72.1
4785-NKHCX,Month-to-month,No,Bank transfer (automatic),20.05,94.15
9695-IDRZR,Two year,Yes,Credit card (automatic),116.15,3946.9
3810-DVDQQ,Two year,Yes,Bank transfer (automatic),117.6,8308.9
7921-LMDFQ,One year,Yes,Bank transfer (automatic),94.0,4905.75
8976-OQHGT,Month-to-month,No,Mailed check,56.5,235.1
0697-ZMSWS,Month-to-month,Yes,Electronic check,85.65,338.9
9189-JWSHV,Month-to-month,Yes,Electronic check,93.55,2264.05
4023-RTIQM,One year,Yes,Credit card (automatic),50.4,1580.1
4349-GFQHK,Month-to-month,No,Electronic check,54.35,54.35
8080-DDEMJ,Month-to-month,No,Electronic check,45.1,45.1
9871-ELEYA,Two year,No,Credit card (automatic),67.65,2339.3
8685-WHQPW,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6
1855-CFULU,Month-to-month,No,Mailed check,20.05,91.45
9848-JQJTX,Two year,Yes,Bank transfer (automatic),100.9,7459.05
5345-BMKWB,Month-to-month,No,Mailed check,20.25,158.35
9136-ALYBR,Month-to-month,Yes,Mailed check,24.45,24.45
0495-RVCBF,Month-to-month,Yes,Electronic check,79.7,79.7
2712-SYWAY,Month-to-month,Yes,Electronic check,25.7,25.7
9846-GKXAS,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75
1932-UEDCX,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25
3567-PQTSO,One year,Yes,Electronic check,105.25,5576.3
4685-ERGHK,One year,Yes,Electronic check,86.9,4939.25
0233-FTHAV,One year,Yes,Bank transfer (automatic),79.2,4765
6166-YIPFO,Two year,Yes,Electronic check,64.7,4746.05
0674-DGMAQ,Month-to-month,Yes,Electronic check,93.5,2970.8
7064-FRRSW,One year,Yes,Electronic check,99.0,4744.35
1431-CYWMH,Month-to-month,No,Bank transfer (automatic),19.05,454.05
6723-CEGQI,Two year,No,Mailed check,45.25,2933.95
9359-JANWS,Two year,No,Credit card (automatic),58.9,3857.1
8562-GHPPI,Month-to-month,No,Credit card (automatic),19.8,19.8
1013-QCWAM,Month-to-month,Yes,Electronic check,100.8,6690.75
4043-MKDTV,Two year,Yes,Electronic check,105.25,7291.75
3211-ILJTT,Month-to-month,Yes,Bank transfer (automatic),70.4,1214.05
4208-UFFGW,Month-to-month,No,Mailed check,44.95,85.15
1810-BOHSY,One year,Yes,Credit card (automatic),96.4,4911.05
1047-NNCBF,Month-to-month,No,Credit card (automatic),70.55,1493.55
5945-AZYHT,One year,Yes,Electronic check,109.6,7854.15
2659-VXMWZ,One year,Yes,Electronic check,111.3,7482.1
5564-NEMQO,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3
4301-VVZKA,Month-to-month,Yes,Electronic check,75.4,1189.4
9220-ZNKJI,Two year,No,Credit card (automatic),88.8,4805.3
4431-EDMIQ,Month-to-month,Yes,Electronic check,75.7,554.05
8100-HZZLJ,Month-to-month,Yes,Electronic check,63.95,2737.05
4351-QLCSU,Month-to-month,Yes,Credit card (automatic),55.0,55
4815-GBTCD,Month-to-month,Yes,Electronic check,25.15,99.95
5135-GRQJV,Two year,Yes,Mailed check,114.5,8331.95
8133-ANHHJ,One year,No,Bank transfer (automatic),103.0,5166.2
3927-NLNRY,One year,Yes,Bank transfer (automatic),94.25,4867.95
4611-ANLQC,One year,No,Electronic check,50.05,2911.5
1265-XTECC,One year,Yes,Credit card (automatic),96.55,6581.9
3259-KNMRR,Two year,Yes,Bank transfer (automatic),79.75,4438.2
5445-UTODQ,Month-to-month,Yes,Electronic check,81.1,576.65
6569-KTMDU,Month-to-month,No,Mailed check,19.1,19.1
2969-WGHQO,One year,No,Electronic check,69.45,477.05
2560-WBWXF,Two year,Yes,Bank transfer (automatic),24.15,1498.85
6849-OYAMU,One year,No,Bank transfer (automatic),100.0,1888.65
3420-YJLQT,Month-to-month,No,Electronic check,79.55,151.75
0266-CLZKZ,Two year,Yes,Bank transfer (automatic),105.65,6717.9
5196-WPYOW,One year,No,Mailed check,60.05,3994.05
9609-BENEA,One year,Yes,Electronic check,69.0,2441.7
6465-GSRCL,One year,Yes,Bank transfer (automatic),106.6,7244.7
7321-PKUYW,Month-to-month,No,Electronic check,90.15,987.95
7622-FWGEW,Two year,Yes,Bank transfer (automatic),85.65,4824.45
5133-VRSAB,Month-to-month,No,Mailed check,29.35,216.45
4883-KCPZJ,Two year,No,Credit card (automatic),25.25,555.4
5003-XZWWO,Two year,No,Credit card (automatic),84.2,5956.85
8741-LQOBK,Month-to-month,No,Bank transfer (automatic),35.05,1620.25
6408-OTUBZ,One year,Yes,Bank transfer (automatic),104.55,6779.05
0430-IHCDJ,Month-to-month,Yes,Electronic check,49.0,749.25
7011-CVEUC,Month-to-month,Yes,Credit card (automatic),95.7,2338.35
5871-DGTXZ,One year,No,Mailed check,19.8,607.7
1907-YLNYW,Month-to-month,Yes,Electronic check,66.7,579
9575-IWCAZ,One year,No,Mailed check,25.1,171
2637-FKFSY,Month-to-month,Yes,Mailed check,46.1,130.15
1357-MVDOZ,Month-to-month,Yes,Bank transfer (automatic),59.65,683.25
1379-FRVEB,Month-to-month,Yes,Electronic check,91.0,1430.05
0634-SZPQA,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8
9214-EKVXR,Month-to-month,Yes,Mailed check,44.0,44
6967-PEJLL,One year,Yes,Electronic check,40.2,1525.35
5457-COLHT,Two year,No,Bank transfer (automatic),80.65,5542.55
8766-PAFNE,Two year,Yes,Credit card (automatic),79.1,5564.85
5590-ZSKRV,Month-to-month,No,Mailed check,54.65,482.25
6505-OZNPG,Two year,Yes,Mailed check,63.4,348.8
5641-DMBFJ,Two year,Yes,Electronic check,84.3,4916.4
9831-BPFRI,One year,Yes,Electronic check,89.55,3474.45
2322-VCZHZ,Month-to-month,Yes,Electronic check,90.0,2024.1
1764-VUUMT,Two year,No,Credit card (automatic),19.95,1269.1
6418-HNFED,Two year,Yes,Credit card (automatic),83.25,4089.45
6437-UKHMV,Month-to-month,Yes,Electronic check,79.7,586.05
1272-ILHFG,One year,No,Mailed check,19.65,332.65
1591-NFNLQ,Month-to-month,No,Credit card (automatic),80.0,4242.35
7234-KMNRQ,Month-to-month,No,Mailed check,19.0,73.45
1310-QRITU,Month-to-month,Yes,Electronic check,50.3,913.3
8178-EYZUO,Month-to-month,Yes,Electronic check,93.7,4154.8
1400-MMYXY,Month-to-month,Yes,Electronic check,105.9,334.65
9953-ZMKSM,Two year,No,Mailed check,25.25,1559.3
1527-SXDPN,Two year,Yes,Bank transfer (automatic),96.25,4990.25
1703-MGIAB,Month-to-month,Yes,Mailed check,69.0,1108
7156-MXBJE,One year,No,Credit card (automatic),85.1,3662.25
8232-UTFOZ,Two year,No,Credit card (automatic),19.95,1399.35
3486-HOOGQ,Two year,No,Bank transfer (automatic),79.7,5743.3
7356-AYNJP,One year,No,Electronic check,23.9,97.5
6685-XSHHU,Two year,Yes,Bank transfer (automatic),20.95,1270.55
5590-YRFJT,Month-to-month,Yes,Electronic check,24.45,482.8
6265-SXWBU,One year,No,,95.75,6511.25
6891-JPYFF,Month-to-month,Yes,Credit card (automatic),105.25,4997.5
6656-JWRQX,Month-to-month,No,Mailed check,30.55,30.55
7743-EXURX,Month-to-month,Yes,Electronic check,51.05,415.05
6127-IYJOZ,Month-to-month,Yes,Mailed check,45.85,45.85
2576-HXMPA,Month-to-month,No,Credit card (automatic),19.55,19.55
8022-BECSI,One year,No,Mailed check,19.6,422.5
0786-VSSUD,Month-to-month,Yes,Mailed check,39.0,679.85
9924-JPRMC,Two year,Yes,Electronic check,118.2,8547.15
9314-QDMDW,One year,Yes,Electronic check,61.25,729.95
5339-PXDVH,Month-to-month,No,Electronic check,90.65,367.95
2017-CCBLH,,No,Mailed check,20.0,141.6
5020-ZSTTY,One year,No,Bank transfer (automatic),82.45,4350.1
5930-GBIWP,Two year,Yes,Credit card (automatic),81.5,5553.25
6961-VCPMC,Month-to-month,Yes,Electronic check,80.4,3605.2
0254-WWRKD,One year,No,Credit card (automatic),50.55,3431.75
5248-KWLAR,Two year,No,,90.35,6325.25
1302-UHBDD,Month-to-month,No,Electronic check,89.95,1648.45
9158-VCTQB,Month-to-month,Yes,Bank transfer (automatic),113.6,4594.95
7273-TEFQD,Month-to-month,Yes,Electronic check,41.15,132.2
6537-OTKMY,One year,No,Electronic check,50.75,688.2
6298-QDFNH,Month-to-month,Yes,Electronic check,79.35,1730.35
8854-CCVSQ,Month-to-month,Yes,Electronic check,80.65,1451.9
9734-YWGEX,Month-to-month,No,Credit card (automatic),98.3,923.5
9040-KZVWO,One year,No,Bank transfer (automatic),75.5,2018.1
0308-GIQJT,One year,No,Bank transfer (automatic),105.75,7382.85
0307-BCOPK,One year,No,Mailed check,19.05,326.65
3219-JQRSL,Two year,No,Credit card (automatic),89.1,6352.4
1839-UMACK,One year,No,Electronic check,25.05,949.85
5014-WUQMG,One year,Yes,Electronic check,96.1,4391.45
0420-TXVSG,Two year,Yes,Credit card (automatic),66.1,4428.45
6633-MPWBS,Month-to-month,Yes,Electronic check,49.2,216.9
8650-RHRKE,Month-to-month,Yes,Electronic check,29.65,118.5
4530-NDRKU,One year,Yes,Electronic check,19.05,761.85
9955-QOPOY,One year,Yes,Credit card (automatic),60.8,4263.4
3680-CTHUH,One year,Yes,Credit card (automatic),116.6,7049.5
5961-VUSRV,One year,Yes,Bank transfer (automatic),19.35,219.35
1589-AGTLK,Month-to-month,Yes,Electronic check,45.35,141.5
7055-VKGDA,One year,Yes,Credit card (automatic),105.4,5643.4
1641-BYBTK,Month-to-month,Yes,Mailed check,20.2,98.35
5919-VCZYM,Month-to-month,No,Mailed check,20.05,42.7
0716-BQNDX,Two year,No,Electronic check,93.75,5625.55
8838-GPHZP,Two year,Yes,Mailed check,20.6,1298.7
5274-XHAKY,Month-to-month,Yes,Bank transfer (automatic),94.3,3893.6
8929-KSWIH,Two year,No,Bank transfer (automatic),99.3,2513.5
6916-HIJSE,Two year,Yes,Bank transfer (automatic),84.85,5459.2
2228-BZDEE,Two year,No,Mailed check,20.1,1079.45
1346-PJWTK,Month-to-month,No,Credit card (automatic),94.15,5731.85
1561-BWHIN,One year,No,Mailed check,19.8,344.5
2882-DDZPG,Month-to-month,No,Bank transfer (automatic),19.45,227.45
9648-BCHKM,Two year,Yes,Credit card (automatic),24.65,471.35
1930-QPBVZ,Two year,No,Bank transfer (automatic),95.1,6683.4
5299-RULOA,Month-to-month,Yes,Electronic check,100.25,1064.65
1626-ERCMM,Month-to-month,Yes,Electronic check,94.55,1899.65
8019-ENHXU,Month-to-month,Yes,Electronic check,99.45,4138.05
7795-CFOCW,One year,No,Bank transfer (automatic),42.3,1840.75
0906-QVPMS,Two year,No,Bank transfer (automatic),115.15,8349.45
4118-CEVPF,One year,Yes,Bank transfer (automatic),110.8,3836.3
5968-XQIVE,One year,Yes,Electronic check,89.7,6588.95
9305-CDSKC,Month-to-month,Yes,Electronic check,99.65,820.5
3521-SYVOR,Month-to-month,Yes,Electronic check,64.75,2345.2
5149-TGWDZ,One year,Yes,Mailed check,104.55,2239.4
1265-BCFEO,Two year,Yes,Bank transfer (automatic),80.45,5662.25
6873-UDNLD,Month-to-month,No,Electronic check,67.45,2731
7143-BQIBA,Month-to-month,No,Bank transfer (automatic),62.25,612.95
4526-ZJJTM,Month-to-month,No,,88.4,2191.15
7576-ASEJU,One year,Yes,Credit card (automatic),74.7,3187.65
9190-MFJLN,Month-to-month,Yes,Credit card (automatic),95.9,1777.9
6242-MBHPK,Month-to-month,Yes,Electronic check,95.1,2326.05
1400-WIVLL,Two year,No,Electronic check,107.95,5969.85
3489-HHPFY,Month-to-month,Yes,Electronic check,84.05,134.05
7560-QJAVJ,Two year,No,Bank transfer (automatic),79.6,5589.45
3722-WPXTK,Month-to-month,Yes,Electronic check,88.35,88.35
0748-RDGGM,One year,Yes,Bank transfer (automatic),109.5,7534.65
6719-FGEDO,Two year,Yes,Bank transfer (automatic),97.0,7104.2
5130-IEKQT,Month-to-month,No,Mailed check,105.95,2655.25
4391-RESHN,Month-to-month,Yes,Mailed check,104.05,2470.1
7941-RCJOW,Two year,Yes,Credit card (automatic),19.55,1218.65
1760-CAZHT,Month-to-month,No,Mailed check,20.8,460.2
2774-LVQUS,Month-to-month,Yes,Electronic check,83.05,1258.3
6128-AQBMT,Month-to-month,Yes,Electronic check,53.95,2215.4
0674-EYYZV,Month-to-month,Yes,Electronic check,54.65,54.65
1661-CZBAU,One year,Yes,Bank transfer (automatic),70.95,3629.2
5949-EBSQK,Month-to-month,No,Credit card (automatic),61.45,229.55
8573-JGCZW,One year,Yes,Bank transfer (automatic),19.65,351.55
6661-HBGWL,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45
7989-AWGEH,Month-to-month,Yes,Electronic check,39.2,1838.15
4703-MQYKT,Two year,No,Mailed check,19.6,390.4
6993-YCOBK,Two year,Yes,Electronic check,110.6,6586.85
5356-KZCKT,Two year,Yes,Credit card (automatic),24.45,1513.6
5124-EOGYE,Two year,No,Mailed check,20.45,638.55
4455-BFSPD,One year,No,Bank transfer (automatic),101.15,6383.9
4423-JWZJN,One year,No,Credit card (automatic),90.25,5629.15
4891-NLUBA,Two year,Yes,Bank transfer (automatic),61.45,3751.15
3200-MNQTF,Two year,No,Credit card (automatic),70.9,4677.1
1073-XXCZD,Two year,No,Bank transfer (automatic),25.7,1443.65
3556-BVQGL,One year,Yes,Mailed check,20.0,416.45
6416-YJTTB,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65
0017-IUDMW,Two year,Yes,Credit card (automatic),116.8,8456.75
9297-FVVDH,Two year,Yes,Electronic check,84.5,4845.4
1282-IHQAC,One year,Yes,Credit card (automatic),44.05,3011.65
1936-UAFEH,Two year,No,Credit card (automatic),110.25,7279.35
8937-RDTHP,Month-to-month,Yes,Mailed check,84.6,84.6
8627-ZYGSZ,One year,Yes,Electronic check,78.9,3650.35
7459-RRWQZ,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55
1085-LDWAM,One year,Yes,Credit card (automatic),20.35,1442.65
3656-TKRVZ,Month-to-month,No,Electronic check,55.35,165.2
4760-XOHVN,Month-to-month,No,Mailed check,19.45,19.45
4622-YNKIJ,Two year,Yes,Electronic check,88.95,3027.65
1172-VIYBP,Two year,No,Bank transfer (automatic),69.7,3686.05
6729-GDNGC,Month-to-month,No,Bank transfer (automatic),80.7,1614.2
9497-QCMMS,Month-to-month,Yes,Electronic check,93.55,93.55
3587-PMCOY,One year,Yes,Electronic check,98.9,1064.95
3043-SUDUA,Month-to-month,No,Bank transfer (automatic),19.9,601.55
7901-TBKJX,Month-to-month,Yes,Electronic check,101.05,5594
0825-CPPQH,Two year,No,Credit card (automatic),19.1,1372.45
2398-YPMUR,Month-to-month,Yes,Electronic check,70.15,916.75
8006-PYCSW,Month-to-month,No,Mailed check,20.1,39.8
3853-LYGAM,Month-to-month,Yes,Bank transfer (automatic),95.65,1640
5493-SDRDQ,Month-to-month,Yes,Mailed check,55.1,113.35
1335-HQMKX,One year,Yes,Electronic check,101.35,7323.15
2812-ENYMO,One year,No,Credit card (automatic),54.55,1362.85
0568-ONFPC,Month-to-month,Yes,Bank transfer (automatic),25.9,135
6023-YEBUP,Month-to-month,Yes,Electronic check,100.95,329.95
6103-BOCOU,Month-to-month,Yes,Electronic check,80.7,2193
2581-VKIRT,One year,No,Mailed check,65.5,3801.3
4353-HYOJD,Month-to-month,No,Mailed check,49.85,1336.15
4188-FRABG,,Yes,Electronic check,103.05,5925.75
4855-SNKMY,Month-to-month,Yes,Electronic check,44.1,44.1
5995-WWKKG,One year,Yes,Electronic check,19.8,695.05
0311-QYWSS,Month-to-month,Yes,Electronic check,49.45,314.6
3583-KRKMD,Month-to-month,Yes,Bank transfer (automatic),75.9,1373.05
5828-AVIPD,One year,Yes,Electronic check,100.95,1875.55
8311-UEUAB,Two year,Yes,Electronic check,75.5,5229.45
8910-LEDAG,Month-to-month,No,Credit card (automatic),71.55,2427.35
7639-SUPCW,Month-to-month,Yes,Credit card (automatic),48.8,1054.6
0750-EBAIU,One year,No,Electronic check,91.25,4738.3
9200-NLNPD,One year,Yes,Bank transfer (automatic),54.05,2959.8
1658-BYGOY,Month-to-month,Yes,Electronic check,95.45,1752.55
4913-EHYUI,One year,Yes,Bank transfer (automatic),104.55,5794.65
8266-VBFQL,Month-to-month,Yes,Electronic check,90.4,356.65
1229-RCALF,One year,Yes,Electronic check,115.0,7396.15
6754-LZUKA,Two year,No,Bank transfer (automatic),80.9,4932.5
7005-CYUIL,Two year,Yes,Electronic check,99.4,7168.25
5832-XKAES,Month-to-month,Yes,Credit card (automatic),69.8,134.7
8979-CAMGB,One year,No,Electronic check,102.1,6688.1
1216-BGTSP,Month-to-month,Yes,Credit card (automatic),108.45,4964.7
9229-RQABD,One year,No,Mailed check,23.75,424.5
3727-OVPRY,One year,Yes,Credit card (automatic),25.7,1714.55
3891-NLXJB,Two year,Yes,Mailed check,40.55,1390.85
8219-VYBVI,Two year,No,Mailed check,25.0,1004.35
4822-YCXMX,Month-to-month,Yes,Electronic check,84.8,2043.45
0428-IKYCP,Month-to-month,Yes,Bank transfer (automatic),87.0,1850.65
3146-JTQHR,One year,No,Bank transfer (automatic),19.6,189.45
7813-TKCVO,One year,No,Mailed check,20.35,393.15
1465-LNTLJ,Month-to-month,Yes,Credit card (automatic),64.4,581.7
3126-WQMGH,Month-to-month,Yes,Credit card (automatic),52.15,2583.75
8777-MBMTS,Two year,Yes,Credit card (automatic),105.85,6725.5
4706-DGAHW,Month-to-month,No,Electronic check,45.2,45.2
4192-GORJT,Month-to-month,Yes,Electronic check,94.45,498.1
2057-BOYKM,Two year,Yes,Bank transfer (automatic),96.6,6827.5
7566-DSRLQ,Two year,Yes,Electronic check,110.15,7998.8
5447-WZAFP,One year,Yes,Mailed check,100.3,5200.8
1228-ZLNBX,Month-to-month,No,Mailed check,75.3,1570.7
9844-FELAJ,One year,Yes,Electronic check,107.9,7475.85
5136-KCKGI,One year,Yes,Mailed check,103.7,3467
6825-UYPFK,Month-to-month,No,Bank transfer (automatic),75.6,1758.6
1716-LSAMB,Two year,No,Bank transfer (automatic),54.65,2553.7
